Temp,WindSpeed,SkyCover,Visibility,Humidity,IsDaylight,Target_Power
0.7714285714285714,0.25098039215686274,0.0,1.0,0.7093023255813953,0.0,0.0
0.7714285714285714,0.25098039215686274,0.0,1.0,0.7325581395348837,0.0,0.0
0.7714285714285714,0.25098039215686274,0.0,1.0,0.6511627906976745,1.0,0.14811372334609077
0.7714285714285714,0.25098039215686274,0.0,1.0,0.22093023255813954,1.0,0.696473482777474
0.7714285714285714,0.25098039215686274,0.0,1.0,0.08139534883720928,1.0,0.8220065609622744
0.7714285714285714,0.25098039215686274,0.0,1.0,0.0697674418604651,1.0,0.44505194095133954
0.7714285714285714,0.25098039215686274,0.0,1.0,0.25581395348837205,1.0,0.014078731547293603
0.7714285714285714,0.25098039215686274,0.0,1.0,0.4069767441860465,0.0,0.0
0.857142857142857,0.22352941176470587,0.0,1.0,0.6162790697674418,0.0,0.0
0.857142857142857,0.22352941176470587,0.0,1.0,0.4069767441860465,0.0,0.0
0.857142857142857,0.22352941176470587,0.0,1.0,0.46511627906976744,1.0,0.1350191361399672
0.857142857142857,0.22352941176470587,0.0,1.0,0.5813953488372092,1.0,0.6652542372881356
0.857142857142857,0.22352941176470587,0.0,1.0,0.10465116279069764,1.0,0.7934663750683434
0.857142857142857,0.22352941176470587,0.0,1.0,0.18604651162790697,1.0,0.42121377802077636
0.857142857142857,0.22352941176470587,0.0,1.0,0.5930232558139534,1.0,0.013422635319846912
0.857142857142857,0.22352941176470587,0.0,1.0,0.7093023255813953,0.0,0.0
0.8857142857142859,0.26666666666666666,0.0,1.0,0.6744186046511627,0.0,0.0
0.8857142857142859,0.26666666666666666,0.0,1.0,0.7441860465116279,0.0,0.0
0.8857142857142859,0.26666666666666666,0.0,1.0,0.569767441860465,1.0,0.1326954620010935
0.8857142857142859,0.26666666666666666,0.0,1.0,0.6395348837209303,1.0,0.6521323127392017
0.8857142857142859,0.26666666666666666,0.0,1.0,0.22093023255813954,1.0,0.7747129579004921
0.8857142857142859,0.26666666666666666,0.0,1.0,0.1511627906976744,1.0,0.4184800437397485
0.8857142857142859,0.26666666666666666,0.0,1.0,0.45348837209302323,1.0,0.012438490978676872
0.8857142857142859,0.26666666666666666,0.0,1.0,0.6511627906976745,0.0,0.0
0.9714285714285713,0.2274509803921569,0.0,1.0,0.6860465116279069,0.0,0.0
0.9714285714285713,0.2274509803921569,0.0,1.0,0.7441860465116279,0.0,0.0
0.9714285714285713,0.2274509803921569,0.0,1.0,0.6511627906976745,1.0,0.1298523783488245
0.9714285714285713,0.2274509803921569,0.0,1.0,0.5813953488372092,1.0,0.6439311098961181
0.9714285714285713,0.2274509803921569,0.0,1.0,0.5581395348837208,1.0,0.7583652268999453
0.9714285714285713,0.2274509803921569,0.0,1.0,0.18604651162790697,1.0,0.4077911427009295
0.9714285714285713,0.2274509803921569,0.0,1.0,0.1511627906976744,1.0,0.011727720065609622
0.9714285714285713,0.2274509803921569,0.0,1.0,0.22093023255813954,0.0,0.0
0.9999999999999998,0.2901960784313725,0.0,1.0,0.45348837209302323,0.0,0.0
0.9999999999999998,0.2901960784313725,0.0,1.0,0.6511627906976745,0.0,0.0
0.9999999999999998,0.2901960784313725,0.0,1.0,0.5465116279069768,1.0,0.13132859486057955
0.9999999999999998,0.2901960784313725,0.0,1.0,0.5813953488372092,1.0,0.6438217605248769
0.9999999999999998,0.2901960784313725,0.0,1.0,0.4069767441860465,1.0,0.7644341170038272
0.9999999999999998,0.2901960784313725,0.0,1.0,0.05813953488372092,1.0,0.40951339529797703
0.9999999999999998,0.2901960784313725,0.0,1.0,0.4302325581395348,1.0,0.01156369600874795
0.9999999999999998,0.2901960784313725,0.0,1.0,0.26744186046511625,0.0,0.0
0.9428571428571428,0.2941176470588235,0.25,1.0,0.49999999999999994,0.0,0.0
0.9428571428571428,0.2941176470588235,0.25,1.0,0.6860465116279069,0.0,0.0
